Date,Basket_Amount,Upgrade_Fee,Promotion_Type,Promotion_Eligible,Net_Upgrade_Cost,Age_Group,Shopper_Type,Group_Size,Sales_Outcome,Refusal_Reason,Upgrade_Opportunity
1/24/2026,46.59,27.7,Spend40_Save20,Yes,7.7,18-29,Individual,1,Declined,Infrequent Shopper,Medium
1/25/2026,48.57,17.25,No_Promotion,N/A,17.25,30-44,Individual,1,Declined,Other,Medium
1/25/2026,116.39,48.79,No_Promotion,N/A,48.79,30-44,Family,3,Accepted,N/A,Medium
1/26/2026,15.73,44.49,No_Promotion,N/A,44.49,45-59,Individual,1,Declined,Infrequent Shopper,Low
1/26/2026,96.11,12.51,No_Promotion,N/A,12.51,45-59,Couple,2,Declined,Basket Below Promotion Threshold,Medium
1/26/2026,77.62,26.07,No_Promotion,N/A,26.07,45-59,Couple,2,Accepted,N/A,Medium
1/27/2026,9.88,43.17,No_Promotion,N/A,43.17,45-59,Individual,1,Accepted,N/A,Low
1/27/2026,176.27,33.54,No_Promotion,N/A,33.54,45-59,Family,3,Accepted,N/A,Medium
1/28/2026,16.39,10.84,No_Promotion,N/A,10.84,45-59,Individual,1,Accepted,N/A,Medium
1/28/2026,256.58,14.34,No_Promotion,N/A,14.34,18-29,Business,3,Accepted,N/A,High
1/28/2026,213.5,54.94,No_Promotion,N/A,54.94,60+,Business,1,Declined,Not Account Owner,Medium
1/29/2026,317.74,24.17,No_Promotion,N/A,24.17,30-44,Family,4+,Accepted,N/A,Medium
1/29/2026,323.3,13.82,No_Promotion,N/A,13.82,60+,Business,3,Accepted,N/A,High
1/29/2026,70.64,14.02,No_Promotion,N/A,14.02,45-59,Individual,1,Declined,Infrequent Shopper,Medium
1/29/2026,25.85,7.4,No_Promotion,N/A,7.4,45-59,Family,3,Declined,Infrequent Shopper,Medium
1/30/2026,88.29,20.62,No_Promotion,N/A,20.62,30-44,Family,3,Accepted,N/A,Medium
1/30/2026,93.94,10.17,No_Promotion,N/A,10.17,18-29,Individual,1,Accepted,N/A,Medium
1/30/2026,43.36,30.12,No_Promotion,N/A,30.12,60+,Couple,2,Accepted,N/A,Low
1/30/2026,32.54,3.22,No_Promotion,N/A,3.22,30-44,Couple,2,Declined,Lack of Premium Knowledge,Medium
1/31/2026,166.45,18.02,No_Promotion,N/A,18.02,45-59,Family,3,Declined,Basket Below Promotion Threshold,High
1/31/2026,16.86,39.61,No_Promotion,N/A,39.61,45-59,Individual,1,Declined,Infrequent Shopper,Low
2/1/2026,212.05,46.87,Spend20_Save10,Yes,36.87,60+,Business,2,Declined,Language Barrier,Medium
2/1/2026,161.93,30.04,Spend20_Save10,Yes,20.04,18-29,Family,4+,Declined,Lack of Premium Knowledge,High
2/1/2026,80.41,31.19,Spend20_Save10,Yes,21.19,18-29,Family,4+,Accepted,N/A,Medium
2/1/2026,21.73,4.74,Spend20_Save10,Yes,-5.26,45-59,Individual,1,Declined,Infrequent Shopper,Medium
2/1/2026,7.66,37.33,Spend20_Save10,No,37.33,18-29,Individual,1,Not_Presented,N/A,Low
2/1/2026,18.1,28.18,Spend20_Save10,No,28.18,18-29,Individual,1,Not_Presented,N/A,Low
2/1/2026,311.28,45.14,Spend20_Save10,Yes,35.14,45-59,Business,1,Declined,Infrequent Shopper,Medium
2/2/2026,15.71,4.02,Spend20_Save10,No,4.02,60+,Individual,1,Not_Presented,N/A,Medium
2/2/2026,10.84,31.84,Spend20_Save10,No,31.84,18-29,Individual,1,Not_Presented,N/A,Low
2/2/2026,66.29,7.4,Spend20_Save10,Yes,-2.6,30-44,Couple,2,Accepted,N/A,High
2/2/2026,332.81,30.49,Spend20_Save10,Yes,20.49,30-44,Family,3,Accepted,N/A,High
2/2/2026,35.42,34.03,Spend20_Save10,Yes,24.03,45-59,Couple,2,Accepted,N/A,Medium
2/2/2026,190.23,10.1,Spend20_Save10,Yes,0.1,60+,Business,3,Accepted,N/A,High
2/3/2026,84.41,18.04,Spend20_Save10,Yes,8.04,30-44,Individual,1,Declined,Infrequent Shopper,High
2/3/2026,23.25,27.91,Spend20_Save10,Yes,17.91,45-59,Individual,1,Declined,Language Barrier,Medium
2/3/2026,29.18,3.41,Spend20_Save10,Yes,-6.59,45-59,Couple,2,Declined,Infrequent Shopper,Medium
2/3/2026,6.02,15.66,Spend20_Save10,No,15.66,30-44,Individual,1,Not_Presented,N/A,Medium
2/3/2026,9.11,45.37,Spend20_Save10,No,45.37,30-44,Couple,2,Not_Presented,N/A,Low
2/3/2026,196.42,12.29,Spend20_Save10,Yes,2.29,30-44,Business,1,Declined,Price Concern,High
2/4/2026,45.83,32.34,Spend20_Save10,Yes,22.34,30-44,Individual,1,Declined,Price Concern,Medium
2/4/2026,50.99,9.57,Spend20_Save10,Yes,-0.43,18-29,Couple,2,Accepted,N/A,High
2/4/2026,54.1,23.79,Spend20_Save10,Yes,13.79,30-44,Couple,2,Accepted,N/A,Medium
2/4/2026,486.91,27.16,Spend20_Save10,Yes,17.16,60+,Business,2,Accepted,N/A,High
2/4/2026,44.02,28.99,Spend20_Save10,Yes,18.99,18-29,Couple,2,Declined,Other,Medium
2/4/2026,12.25,44.86,Spend20_Save10,No,44.86,18-29,Couple,2,Not_Presented,N/A,Low
2/5/2026,261.94,47.91,Spend20_Save10,Yes,37.91,30-44,Family,3,Accepted,N/A,Medium
2/5/2026,51.01,15.36,Spend20_Save10,Yes,5.36,30-44,Individual,1,Accepted,N/A,High
2/5/2026,9.89,30.28,Spend20_Save10,No,30.28,30-44,Individual,1,Not_Presented,N/A,Low
2/5/2026,45.23,44.5,Spend20_Save10,Yes,34.5,45-59,Family,4+,Declined,Doesn't Want Renewal Fee,Low
2/5/2026,93.34,25.52,Spend20_Save10,Yes,15.52,30-44,Couple,2,Accepted,N/A,Medium
2/5/2026,89.94,19.57,Spend20_Save10,Yes,9.57,60+,Couple,2,Declined,Other,High
2/5/2026,5.68,31.3,Spend20_Save10,No,31.3,60+,Individual,1,Not_Presented,N/A,Low
2/5/2026,90.25,21.97,Spend20_Save10,Yes,11.97,60+,Family,4+,Accepted,N/A,Medium
2/5/2026,136.18,33.02,Spend20_Save10,Yes,23.02,30-44,Family,3,Declined,Other,High
2/5/2026,126.53,5.76,Spend20_Save10,Yes,-4.24,30-44,Family,3,Accepted,N/A,High
2/6/2026,122.1,19.22,Spend20_Save10,Yes,9.22,60+,Business,2,Accepted,N/A,High
2/6/2026,81.03,13.24,Spend20_Save10,Yes,3.24,45-59,Couple,2,Accepted,N/A,High
2/6/2026,50.11,22.17,Spend20_Save10,Yes,12.17,18-29,Individual,1,Accepted,N/A,Medium
2/6/2026,46,23.48,Spend20_Save10,Yes,13.48,45-59,Couple,2,Accepted,N/A,Medium
2/6/2026,9.65,32.08,Spend20_Save10,No,32.08,18-29,Individual,1,Not_Presented,N/A,Low
2/6/2026,141.75,7.4,Spend20_Save10,Yes,-2.6,45-59,Family,3,Accepted,N/A,High
2/6/2026,140.3,40.9,Spend20_Save10,Yes,30.9,45-59,Family,4+,Accepted,N/A,Medium
2/6/2026,342.13,12.76,Spend20_Save10,Yes,2.76,45-59,Business,2,Accepted,N/A,High
2/6/2026,18.57,49.32,Spend20_Save10,No,49.32,30-44,Individual,1,Not_Presented,N/A,Low
2/7/2026,116.83,18.97,Spend20_Save10,Yes,8.97,45-59,Business,2,Accepted,N/A,High
2/7/2026,33.02,11.81,Spend20_Save10,Yes,1.81,45-59,Couple,2,Declined,Not Account Owner,Medium
2/7/2026,67.48,48.27,Spend20_Save10,Yes,38.27,45-59,Family,4+,Declined,Other,Medium
2/7/2026,93.48,13.18,Spend20_Save10,Yes,3.18,18-29,Family,4+,Declined,Infrequent Shopper,High
2/7/2026,85.09,5.57,Spend20_Save10,Yes,-4.43,60+,Family,4+,Accepted,N/A,High
2/7/2026,193.51,9.5,Spend20_Save10,Yes,-0.5,18-29,Family,3,Accepted,N/A,High
2/7/2026,34.48,25.98,Spend20_Save10,Yes,15.98,30-44,Couple,2,Accepted,N/A,Medium
2/7/2026,39.54,3.58,Spend20_Save10,Yes,-6.42,18-29,Family,4+,Accepted,N/A,Medium
2/7/2026,44.1,59.15,Spend20_Save10,Yes,49.15,30-44,Couple,2,Declined,Price Concern,Low
2/8/2026,72.06,4.44,No_Promotion,N/A,4.44,30-44,Family,3,Accepted,N/A,Medium
2/8/2026,63.6,34.26,No_Promotion,N/A,34.26,30-44,Family,4+,Accepted,N/A,Medium
2/8/2026,285.06,34.9,No_Promotion,N/A,34.9,30-44,Business,2,Declined,Infrequent Shopper,Medium
2/8/2026,56.95,6.5,No_Promotion,N/A,6.5,45-59,Individual,1,Accepted,N/A,Medium
2/8/2026,52.13,18.04,No_Promotion,N/A,18.04,30-44,Couple,2,Declined,Infrequent Shopper,Medium
2/9/2026,22.68,4.48,No_Promotion,N/A,4.48,45-59,Individual,1,Declined,Infrequent Shopper,Medium
2/9/2026,46.25,25.33,No_Promotion,N/A,25.33,60+,Couple,2,Declined,Price Concern,Low
2/9/2026,96.32,25.27,No_Promotion,N/A,25.27,60+,Family,3,Declined,Price Concern,Medium
2/9/2026,57.92,21.87,No_Promotion,N/A,21.87,45-59,Individual,1,Declined,Other,Medium
2/10/2026,55,31.06,No_Promotion,N/A,31.06,60+,Individual,1,Declined,Not Account Owner,Medium
2/10/2026,269.96,18.6,No_Promotion,N/A,18.6,45-59,Business,2,Declined,Basket Below Promotion Threshold,High
2/10/2026,10.34,8.9,No_Promotion,N/A,8.9,45-59,Individual,1,Declined,Infrequent Shopper,Medium
2/10/2026,26.74,40.45,No_Promotion,N/A,40.45,18-29,Individual,1,Accepted,N/A,Low
2/10/2026,55.84,6.35,No_Promotion,N/A,6.35,18-29,Couple,2,Declined,Other,Medium
2/11/2026,176.98,8.38,No_Promotion,N/A,8.38,60+,Family,4+,Declined,Not Account Owner,High
2/11/2026,75.81,12.03,No_Promotion,N/A,12.03,45-59,Family,4+,Declined,Language Barrier,Medium
2/11/2026,32.9,6.51,No_Promotion,N/A,6.51,45-59,Couple,2,Declined,Price Concern,Medium
2/12/2026,18.15,36.14,No_Promotion,N/A,36.14,60+,Individual,1,Declined,Infrequent Shopper,Low
2/12/2026,171.68,33.15,No_Promotion,N/A,33.15,30-44,Couple,2,Accepted,N/A,Medium
2/12/2026,26.95,25.99,No_Promotion,N/A,25.99,30-44,Individual,1,Accepted,N/A,Low
2/12/2026,41.24,32.31,No_Promotion,N/A,32.31,45-59,Family,3,Declined,Infrequent Shopper,Low
2/12/2026,107,24.57,No_Promotion,N/A,24.57,18-29,Family,3,Declined,Doesn't Want Renewal Fee,Medium
2/13/2026,23.74,35.83,No_Promotion,N/A,35.83,45-59,Individual,1,Accepted,N/A,Low
2/13/2026,92.77,3.11,No_Promotion,N/A,3.11,30-44,Business,2,Accepted,N/A,Medium
2/14/2026,30.55,56.53,No_Promotion,N/A,56.53,45-59,Family,4+,Declined,Basket Below Promotion Threshold,Low
2/14/2026,95.79,29.12,No_Promotion,N/A,29.12,30-44,Couple,2,Accepted,N/A,Medium
2/14/2026,147.51,15.04,No_Promotion,N/A,15.04,18-29,Family,4+,Declined,Basket Below Promotion Threshold,High
2/14/2026,96.48,43.57,No_Promotion,N/A,43.57,30-44,Couple,2,Declined,Price Concern,Low
2/14/2026,11.67,12.96,No_Promotion,N/A,12.96,60+,Individual,1,Declined,Infrequent Shopper,Medium
2/15/2026,5.07,28.41,No_Promotion,N/A,28.41,60+,Individual,1,Declined,Price Concern,Low
2/15/2026,192.85,58.59,No_Promotion,N/A,58.59,30-44,Couple,2,Accepted,N/A,Medium
2/15/2026,14.83,7.32,No_Promotion,N/A,7.32,45-59,Individual,1,Accepted,N/A,Medium
2/15/2026,85.79,34.58,No_Promotion,N/A,34.58,60+,Family,4+,Accepted,N/A,Medium
2/15/2026,282.88,34.83,No_Promotion,N/A,34.83,30-44,Business,1,Declined,Basket Below Promotion Threshold,Medium
2/16/2026,69,9.63,No_Promotion,N/A,9.63,18-29,Family,3,Accepted,N/A,Medium
2/16/2026,30.12,19.71,No_Promotion,N/A,19.71,30-44,Individual,1,Declined,Lack of Premium Knowledge,Medium
2/17/2026,20.14,19.78,No_Promotion,N/A,19.78,45-59,Individual,1,Declined,Basket Below Promotion Threshold,Medium
2/17/2026,144.16,9.93,No_Promotion,N/A,9.93,60+,Business,2,Declined,Lack of Premium Knowledge,High
2/17/2026,203.62,6.94,No_Promotion,N/A,6.94,45-59,Family,4+,Declined,Not Account Owner,High
2/17/2026,272.51,3.81,No_Promotion,N/A,3.81,60+,Family,3,Declined,Basket Below Promotion Threshold,High
2/17/2026,124.39,42.66,No_Promotion,N/A,42.66,45-59,Couple,2,Accepted,N/A,Medium
2/18/2026,242.81,28.95,No_Promotion,N/A,28.95,45-59,Family,4+,Accepted,N/A,Medium
2/18/2026,7.04,46.77,No_Promotion,N/A,46.77,18-29,Couple,2,Declined,Other,Low
2/18/2026,101.19,11.75,No_Promotion,N/A,11.75,45-59,Business,1,Declined,Infrequent Shopper,High
2/18/2026,55.49,14.59,No_Promotion,N/A,14.59,60+,Family,3,Accepted,N/A,Medium
2/19/2026,23.2,5.85,No_Promotion,N/A,5.85,18-29,Individual,1,Declined,Infrequent Shopper,Medium
2/19/2026,139.63,6.8,No_Promotion,N/A,6.8,45-59,Family,3,Accepted,N/A,High
2/20/2026,96.32,21.99,No_Promotion,N/A,21.99,18-29,Family,4+,Declined,Basket Below Promotion Threshold,Medium
2/20/2026,28.95,50.29,No_Promotion,N/A,50.29,18-29,Individual,1,Declined,Basket Below Promotion Threshold,Low
2/21/2026,66.18,23.54,No_Promotion,N/A,23.54,30-44,Family,4+,Declined,Not Account Owner,Medium
2/21/2026,24.27,16.43,No_Promotion,N/A,16.43,30-44,Individual,1,Accepted,N/A,Medium
2/21/2026,29.01,26.81,No_Promotion,N/A,26.81,45-59,Couple,2,Declined,Infrequent Shopper,Low
2/21/2026,193.89,12.33,No_Promotion,N/A,12.33,60+,Family,3,Declined,Not Account Owner,High
2/22/2026,24.33,5.05,No_Promotion,N/A,5.05,60+,Individual,1,Declined,Not Account Owner,Medium
2/22/2026,51.85,13.56,No_Promotion,N/A,13.56,45-59,Couple,2,Accepted,N/A,Medium
2/22/2026,43.13,27.36,No_Promotion,N/A,27.36,45-59,Individual,1,Declined,Basket Below Promotion Threshold,Low
2/23/2026,113.15,47.87,No_Promotion,N/A,47.87,18-29,Family,3,Accepted,N/A,Medium
2/23/2026,72.3,56.5,No_Promotion,N/A,56.5,30-44,Individual,1,Accepted,N/A,Low
2/23/2026,55.96,29.87,No_Promotion,N/A,29.87,18-29,Individual,1,Declined,Infrequent Shopper,Medium
2/24/2026,26.66,16.36,No_Promotion,N/A,16.36,30-44,Individual,1,Declined,Infrequent Shopper,Medium
2/24/2026,112.39,26.34,No_Promotion,N/A,26.34,45-59,Family,3,Declined,Basket Below Promotion Threshold,Medium
2/24/2026,42.52,14.23,No_Promotion,N/A,14.23,30-44,Couple,2,Declined,Infrequent Shopper,Medium
2/25/2026,113.04,29.84,No_Promotion,N/A,29.84,30-44,Business,1,Accepted,N/A,Medium
2/25/2026,90.7,31.95,No_Promotion,N/A,31.95,30-44,Individual,1,Declined,Basket Below Promotion Threshold,Medium
2/25/2026,14.28,22.07,No_Promotion,N/A,22.07,30-44,Couple,2,Declined,Other,Low
2/26/2026,12.55,5.34,No_Promotion,N/A,5.34,18-29,Individual,1,Accepted,N/A,Medium
2/26/2026,98.43,37.29,No_Promotion,N/A,37.29,60+,Family,3,Accepted,N/A,Medium
2/26/2026,42.1,2.44,No_Promotion,N/A,2.44,45-59,Couple,2,Accepted,N/A,Medium
2/27/2026,142.08,13.38,No_Promotion,N/A,13.38,30-44,Family,3,Accepted,N/A,High
2/27/2026,44.73,18.38,No_Promotion,N/A,18.38,30-44,Couple,2,Accepted,N/A,Medium
2/27/2026,143.48,49.55,No_Promotion,N/A,49.55,30-44,Family,3,Declined,Doesn't Want Renewal Fee,Medium
2/27/2026,197.5,38.01,No_Promotion,N/A,38.01,18-29,Family,3,Accepted,N/A,Medium
2/27/2026,46.42,13.99,No_Promotion,N/A,13.99,30-44,Individual,1,Declined,Lack of Premium Knowledge,Medium
2/28/2026,54.55,6.19,No_Promotion,N/A,6.19,30-44,Couple,2,Accepted,N/A,Medium
2/28/2026,150.11,6.56,No_Promotion,N/A,6.56,45-59,Family,3,Accepted,N/A,High
3/1/2026,46.06,44.11,Spend20_Save10,Yes,34.11,18-29,Individual,1,Declined,Not Account Owner,Low
3/1/2026,12.88,51.87,Spend20_Save10,No,51.87,60+,Individual,1,Not_Presented,N/A,Low
3/1/2026,68.61,6.71,Spend20_Save10,Yes,-3.29,45-59,Family,4+,Declined,Infrequent Shopper,High
3/1/2026,59.33,25.54,Spend20_Save10,Yes,15.54,18-29,Couple,2,Declined,Lack of Premium Knowledge,Medium
3/1/2026,64.15,30.36,Spend20_Save10,Yes,20.36,30-44,Couple,2,Declined,Other,Medium
3/1/2026,11.94,42.4,Spend20_Save10,No,42.4,30-44,Individual,1,Not_Presented,N/A,Low
3/1/2026,22.99,28.37,Spend20_Save10,Yes,18.37,18-29,Individual,1,Declined,Infrequent Shopper,Medium
3/1/2026,166.11,15,Spend20_Save10,Yes,5,30-44,Family,3,Declined,Lack of Premium Knowledge,High
3/2/2026,70.42,46.71,Spend20_Save10,Yes,36.71,45-59,Family,3,Declined,Not Account Owner,Medium
3/2/2026,84.64,13.92,Spend20_Save10,Yes,3.92,18-29,Couple,2,Declined,Other,High
3/2/2026,89.37,32.99,Spend20_Save10,Yes,22.99,30-44,Couple,2,Declined,Other,Medium
3/2/2026,20.39,33.59,Spend20_Save10,Yes,23.59,18-29,Couple,2,Declined,Other,Medium
3/2/2026,90.52,14.1,Spend20_Save10,Yes,4.1,30-44,Individual,1,Declined,Infrequent Shopper,High
3/2/2026,205.63,33.88,Spend20_Save10,Yes,23.88,18-29,Business,2,Accepted,N/A,High
3/2/2026,20.71,21.74,Spend20_Save10,Yes,11.74,45-59,Individual,1,Declined,Not Account Owner,Medium
3/2/2026,16.45,37.18,Spend20_Save10,No,37.18,45-59,Individual,1,Not_Presented,N/A,Low
3/3/2026,368.23,9.55,Spend20_Save10,Yes,-0.45,30-44,Business,1,Accepted,N/A,High
3/3/2026,72.66,30.91,Spend20_Save10,Yes,20.91,45-59,Individual,1,Declined,Doesn't Want Renewal Fee,Medium
3/3/2026,316.53,16.08,Spend20_Save10,Yes,6.08,18-29,Business,2,Declined,Other,High
3/3/2026,13.79,12.77,Spend20_Save10,No,12.77,45-59,Individual,1,Not_Presented,N/A,Medium
3/3/2026,80,17.25,Spend20_Save10,Yes,7.25,45-59,Family,4+,Accepted,N/A,High
3/3/2026,584.81,6.6,Spend20_Save10,Yes,-3.4,45-59,Business,3,Accepted,N/A,High
3/3/2026,154.07,19.79,Spend20_Save10,Yes,9.79,30-44,Business,1,Accepted,N/A,High
3/3/2026,38.07,10.49,Spend20_Save10,Yes,0.49,18-29,Individual,1,Accepted,N/A,Medium
3/4/2026,86.51,27.88,Spend20_Save10,Yes,17.88,30-44,Couple,2,Accepted,N/A,Medium
3/4/2026,64.68,38.07,Spend20_Save10,Yes,28.07,18-29,Family,4+,Declined,Infrequent Shopper,Medium
3/4/2026,44.91,4.17,Spend20_Save10,Yes,-5.83,45-59,Individual,1,Declined,Infrequent Shopper,Medium
3/4/2026,40.37,28.74,Spend20_Save10,Yes,18.74,30-44,Couple,2,Accepted,N/A,Medium
3/4/2026,35.8,18.44,Spend20_Save10,Yes,8.44,45-59,Couple,2,Declined,Doesn't Want Renewal Fee,Medium
3/4/2026,44.46,22.79,Spend20_Save10,Yes,12.79,30-44,Couple,2,Declined,Language Barrier,Medium
3/4/2026,322.21,20.65,Spend20_Save10,Yes,10.65,18-29,Business,1,Accepted,N/A,High
3/4/2026,241.06,19.48,Spend20_Save10,Yes,9.48,60+,Business,1,Accepted,N/A,High
3/5/2026,485.42,34.2,Spend20_Save10,Yes,24.2,45-59,Business,1,Accepted,N/A,High
3/5/2026,86.46,12.63,Spend20_Save10,Yes,2.63,60+,Couple,2,Accepted,N/A,High
3/5/2026,17.34,24.86,Spend20_Save10,No,24.86,30-44,Couple,2,Not_Presented,N/A,Low
3/5/2026,48,32.69,Spend20_Save10,Yes,22.69,60+,Individual,1,Declined,Infrequent Shopper,Medium
3/5/2026,50.99,12.15,Spend20_Save10,Yes,2.15,30-44,Couple,2,Accepted,N/A,High
3/5/2026,42.91,38.04,Spend20_Save10,Yes,28.04,60+,Couple,2,Declined,Not Account Owner,Medium
3/5/2026,11.31,6.13,Spend20_Save10,No,6.13,30-44,Individual,1,Not_Presented,N/A,Medium
3/5/2026,79.73,27.7,Spend20_Save10,Yes,17.7,30-44,Family,3,Declined,Other,Medium
3/6/2026,24.35,58.29,Spend20_Save10,Yes,48.29,18-29,Couple,2,Declined,Lack of Premium Knowledge,Low
3/6/2026,79.55,33.36,Spend20_Save10,Yes,23.36,45-59,Family,4+,Declined,Price Concern,Medium
3/6/2026,68.19,3.19,Spend20_Save10,Yes,-6.81,30-44,Family,4+,Accepted,N/A,High
3/6/2026,5.16,14.69,Spend20_Save10,No,14.69,45-59,Individual,1,Not_Presented,N/A,Medium
3/6/2026,160.85,22.22,Spend20_Save10,Yes,12.22,45-59,Business,3,Accepted,N/A,High
3/6/2026,62.99,48.88,Spend20_Save10,Yes,38.88,60+,Couple,2,Declined,Infrequent Shopper,Medium
3/6/2026,151.53,24.01,Spend20_Save10,Yes,14.01,30-44,Family,4+,Accepted,N/A,High
3/6/2026,56,27.34,Spend20_Save10,Yes,17.34,45-59,Individual,1,Declined,Lack of Premium Knowledge,Medium
3/6/2026,36.26,29.91,Spend20_Save10,Yes,19.91,60+,Individual,1,Declined,Infrequent Shopper,Medium
3/6/2026,336.53,59.48,Spend20_Save10,Yes,49.48,45-59,Family,4+,Accepted,N/A,Medium
3/7/2026,16.79,47.91,Spend20_Save10,No,47.91,60+,Individual,1,Not_Presented,N/A,Low
3/7/2026,57.2,25.79,Spend20_Save10,Yes,15.79,30-44,Individual,1,Declined,Price Concern,Medium
3/7/2026,14.71,20.45,Spend20_Save10,No,20.45,45-59,Individual,1,Not_Presented,N/A,Low
3/7/2026,18.45,42.21,Spend20_Save10,No,42.21,45-59,Individual,1,Not_Presented,N/A,Low
3/7/2026,38.33,52.46,Spend20_Save10,Yes,42.46,30-44,Couple,2,Declined,Infrequent Shopper,Low
3/7/2026,61.7,24.95,Spend20_Save10,Yes,14.95,30-44,Couple,2,Accepted,N/A,Medium
3/7/2026,149.35,17.35,Spend20_Save10,Yes,7.35,60+,Family,3,Declined,Not Account Owner,High
3/7/2026,86.84,26.4,Spend20_Save10,Yes,16.4,30-44,Couple,2,Accepted,N/A,Medium
3/7/2026,74.78,6.5,Spend20_Save10,Yes,-3.5,60+,Couple,2,Accepted,N/A,High
3/7/2026,345.93,41.68,Spend20_Save10,Yes,31.68,60+,Family,4+,Declined,Price Concern,Medium
3/8/2026,187.29,52.47,No_Promotion,N/A,52.47,18-29,Family,3,Accepted,N/A,Medium
3/8/2026,18.34,2.79,No_Promotion,N/A,2.79,18-29,Individual,1,Accepted,N/A,Medium
3/8/2026,167.52,8.57,No_Promotion,N/A,8.57,30-44,Family,3,Accepted,N/A,High
3/8/2026,21.36,42.61,No_Promotion,N/A,42.61,30-44,Individual,1,Declined,Basket Below Promotion Threshold,Low
3/9/2026,124.04,21.08,No_Promotion,N/A,21.08,30-44,Family,4+,Declined,Not Account Owner,Medium
3/9/2026,67.33,33.38,No_Promotion,N/A,33.38,30-44,Family,4+,Declined,Price Concern,Medium
3/9/2026,27.32,14.61,No_Promotion,N/A,14.61,45-59,Individual,1,Declined,Infrequent Shopper,Medium
3/10/2026,13.35,26.65,No_Promotion,N/A,26.65,45-59,Couple,2,Declined,Basket Below Promotion Threshold,Low
3/10/2026,192.41,27.84,No_Promotion,N/A,27.84,60+,Family,3,Accepted,N/A,Medium
3/10/2026,25.44,41.43,No_Promotion,N/A,41.43,18-29,Individual,1,Declined,Infrequent Shopper,Low
3/10/2026,14.91,21.89,No_Promotion,N/A,21.89,45-59,Individual,1,Accepted,N/A,Low
3/11/2026,96.96,7.71,No_Promotion,N/A,7.71,18-29,Family,3,Declined,Other,Medium
3/11/2026,59.68,17.6,No_Promotion,N/A,17.6,30-44,Individual,1,Declined,Other,Medium
3/11/2026,277.64,13.25,No_Promotion,N/A,13.25,30-44,Business,1,Accepted,N/A,High
3/11/2026,88.53,50.49,No_Promotion,N/A,50.49,45-59,Individual,1,Declined,Other,Low
3/11/2026,10.54,2.75,No_Promotion,N/A,2.75,60+,Individual,1,Accepted,N/A,Medium
3/12/2026,307.98,32.22,No_Promotion,N/A,32.22,30-44,Business,2,Declined,Not Account Owner,Medium
3/12/2026,54.01,27.48,No_Promotion,N/A,27.48,18-29,Individual,1,Accepted,N/A,Medium
3/12/2026,87.27,37.06,No_Promotion,N/A,37.06,18-29,Couple,2,Declined,Language Barrier,Medium
3/12/2026,14.31,5.76,No_Promotion,N/A,5.76,30-44,Individual,1,Declined,Other,Medium
3/13/2026,73.1,7.79,No_Promotion,N/A,7.79,60+,Couple,2,Accepted,N/A,Medium
3/13/2026,87.1,9.33,No_Promotion,N/A,9.33,18-29,Family,3,Declined,Infrequent Shopper,Medium
3/13/2026,19.82,4.44,No_Promotion,N/A,4.44,45-59,Individual,1,Accepted,N/A,Medium
3/13/2026,40.96,23.25,No_Promotion,N/A,23.25,60+,Couple,2,Declined,Not Account Owner,Low
3/13/2026,59.18,6.57,No_Promotion,N/A,6.57,30-44,Couple,2,Accepted,N/A,Medium
3/14/2026,198.88,14.93,No_Promotion,N/A,14.93,30-44,Business,1,Declined,Other,High
3/14/2026,67.54,20.95,No_Promotion,N/A,20.95,30-44,Family,3,Declined,Infrequent Shopper,Medium
3/15/2026,32.71,18.73,No_Promotion,N/A,18.73,30-44,Couple,2,Declined,Price Concern,Medium
3/15/2026,76.11,25.01,No_Promotion,N/A,25.01,30-44,Couple,2,Accepted,N/A,Medium
3/15/2026,112.77,5.31,No_Promotion,N/A,5.31,30-44,Family,3,Accepted,N/A,High
3/15/2026,13.97,10.63,No_Promotion,N/A,10.63,45-59,Individual,1,Declined,Other,Medium
3/16/2026,7.32,9.23,No_Promotion,N/A,9.23,60+,Individual,1,Accepted,N/A,Medium
3/16/2026,10.9,18.03,No_Promotion,N/A,18.03,45-59,Individual,1,Declined,Basket Below Promotion Threshold,Medium
3/16/2026,95.02,17.03,No_Promotion,N/A,17.03,18-29,Couple,2,Declined,Language Barrier,Medium
3/17/2026,168.3,38,No_Promotion,N/A,38,60+,Business,1,Declined,Basket Below Promotion Threshold,Medium
3/17/2026,8.68,5.71,No_Promotion,N/A,5.71,18-29,Individual,1,Declined,Basket Below Promotion Threshold,Medium
3/17/2026,37.98,14.92,No_Promotion,N/A,14.92,18-29,Individual,1,Declined,Price Concern,Medium
3/18/2026,134.78,2.8,No_Promotion,N/A,2.8,18-29,Business,1,Accepted,N/A,High
3/18/2026,35.79,13.01,No_Promotion,N/A,13.01,60+,Individual,1,Declined,Doesn't Want Renewal Fee,Medium
3/18/2026,96.69,13.23,No_Promotion,N/A,13.23,45-59,Family,3,Accepted,N/A,Medium
3/18/2026,173.51,23.95,No_Promotion,N/A,23.95,30-44,Family,3,Accepted,N/A,Medium
3/18/2026,124.01,13.8,No_Promotion,N/A,13.8,30-44,Family,3,Declined,Infrequent Shopper,High
3/19/2026,332.62,6.96,No_Promotion,N/A,6.96,30-44,Business,2,Declined,Not Account Owner,High
3/19/2026,68.08,30.51,No_Promotion,N/A,30.51,45-59,Individual,1,Declined,Infrequent Shopper,Medium
